Trial,Accession,gene_name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Fold_change,Control_abundance,Sample_abundance,,,
1,NP_000984.1,RPL31,60S ribosomal protein L31 isoform 1 [Homo sapiens],15,2,3,2,125,14.5,6.97,2,7.949,583622.2188,4639158.5,,,
1,NP_002783.1,PSMA7,proteasome subunit alpha type-7 [Homo sapiens],10,2,4,2,248,27.9,10.57,2,20.404,224609.9766,4582850.25,,,
3,NP_005689.2,SCAMP3,secretory carrier-associated membrane protein 3 isoform 1 [Homo sapiens],9,2,2,2,347,38.3,4.62,2,100,0,4579009,,,
3,XP_016876440.1,CKB,PREDICTED: creatine kinase B-type isoform X1 [Homo sapiens],9,2,2,2,405,44.9,4.79,2,4.06,1124158.844,4564320.438,,,
1,NP_001609.2,PARP1,poly [ADP-ribose] polymerase 1 [Homo sapiens],5,4,4,4,1014,113,11.43,4,47.733,95406.92578,4554104.438,,,
1,NP_005991.1,TUBA4A,tubulin alpha-4A chain isoform 1 [Homo sapiens],38,10,30,1,448,49.9,72.53,10,16.156,281415.5938,4546609,,,
1,NP_001007074.1,RPL32,60S ribosomal protein L32 [Homo sapiens],29,4,8,4,135,15.9,21.26,4,13.04,345462.4336,4504845.875,,,
1,NP_938148.1,GANAB,neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens],7,4,5,4,944,106.8,17.01,4,24.422,184379.9922,4502979.688,,,
2,XP_006714129.1,PDLIM5,PREDICTED: PDZ and LIM domain protein 5 isoform X1 [Homo sapiens],6,2,6,2,739,79,9.02,2,2.59,1729194.875,4478098,,,
2,NP_001303303.1,MDH1,"malate dehydrogenase, peroxisomal isoform MDH1x [Homo sapiens]",10,2,4,2,353,38.6,7.5,2,2.202,2031836.375,4474822,,,
1,NP_002806.2,PSMD11,26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens],12,4,4,4,422,47.4,10.87,4,57.579,77067.98438,4437465.813,,,
1,NP_005906.2,MCM6,DNA replication licensing factor MCM6 [Homo sapiens],8,5,6,5,821,92.8,14.56,5,21.551,203851,4393243.781,,,
1,NP_036205.1,CCT5,T-complex protein 1 subunit epsilon isoform a [Homo sapiens],17,5,7,5,541,59.6,17.23,5,21.282,206047.8203,4385041.813,,,
3,NP_006301.3,NPEPPS,puromycin-sensitive aminopeptidase isoform 1 [Homo sapiens],4,3,4,3,919,103.2,8.53,3,4.132,1048977.469,4334250,,,
1,NP_001309906.1,SFXN1,sideroflexin-1 isoform 1 [Homo sapiens],12,3,3,3,322,35.6,7.32,3,68.111,63417.4375,4319408,,,
1,NP_001306935.1,RACGAP1,rac GTPase-activating protein 1 isoform c [Homo sapiens],10,4,5,4,644,72.3,11.93,4,12.584,337109.75,4242194.188,,,
1,NP_004334.1,CALR,calreticulin precursor [Homo sapiens],22,4,6,4,417,48.1,16.35,4,22.604,186829.3438,4223160.75,,,
2,NP_000970.1,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],12,2,3,2,188,21.6,6.98,2,1.666,2513609.75,4188579,,,
1,XP_011529261.1,MSN,PREDICTED: moesin isoform X1 [Homo sapiens],16,7,17,5,610,71.3,39.08,7,23.771,175118.957,4162696.156,,,
2,NP_005545.1,KRT6A,"keratin, type II cytoskeletal 6C [Homo sapiens]",13,4,6,4,564,60,13.24,4,0.428,9711052.125,4155819.563,,,
1,NP_000997.1,RPS3A,40S ribosomal protein S3a isoform 1 [Homo sapiens],14,3,3,3,264,29.9,8.02,3,19.756,209938.6719,4147478.063,,,
2,NP_006280.3,TLN1,talin-1 [Homo sapiens],2,3,3,3,2541,269.6,6.52,3,100,0,4143211.75,,,
1,NP_000958.1,RPL3,60S ribosomal protein L3 isoform a [Homo sapiens],9,2,3,2,403,46.1,8.32,2,15.705,263652.2852,4140616.313,,,
3,NP_000393.4,G6PD,glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],13,4,6,4,545,62.4,11.2,4,2.767,1496068.563,4139904.375,,,
2,NP_001914.3,DDB1,DNA damage-binding protein 1 [Homo sapiens],4,2,4,2,1140,126.9,10.96,2,1.956,2101900.063,4110871.375,,,
1,NP_002038.2,GARS1,glycine--tRNA ligase isoform 1 precursor [Homo sapiens],8,4,6,4,739,83.1,13.89,4,45.166,90355.30469,4080955.188,,,
3,NP_003861.1,IQGAP1,ras GTPase-activating-like protein IQGAP1 [Homo sapiens],5,5,12,5,1657,189.1,17.72,5,5.623,725148.5625,4077626.688,,,
1,NP_569735.1,CHST14,carbohydrate sulfotransferase 14 [Homo sapiens],8,3,3,3,376,43,6.62,3,100,0,4076309.75,,,
2,NP_003290.1,HSP90B1,endoplasmin precursor [Homo sapiens],8,3,3,3,803,92.4,7.23,3,3.547,1145374.313,4062775.75,,,
1,NP_002941.1,RPN1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor [Homo sapiens],16,6,7,6,607,68.5,18.08,6,17.026,237782.5938,4048487.094,,,
1,NP_001317598.1,SARS1,"serine--tRNA ligase, cytoplasmic isoform b [Homo sapiens]",14,4,5,4,536,61.3,14.3,4,3.748,1077009.227,4036988.844,,,
2,NP_056229.2,RPL36,60S ribosomal protein L36 [Homo sapiens],12,2,2,2,105,12.2,4.58,2,1.147,3510616.875,4028261.125,,,
1,NP_001367.2,DYNC1H1,cytoplasmic dynein 1 heavy chain 1 [Homo sapiens],4,13,17,13,4646,532.1,33.11,13,14.403,278192.1484,4006725.516,,,
2,NP_000843.1,GSTP1,glutathione S-transferase P [Homo sapiens],12,2,2,2,210,23.3,4.93,2,6.854,584542.75,4006568.25,,,
2,XP_006724323.1,EIF3L,PREDICTED: eukaryotic translation initiation factor 3 subunit L isoform X1 [Homo sapiens],5,2,3,2,580,67.5,7.51,2,4.064,984756.625,4002128.75,,,
1,XP_005259732.1,TMEM259,PREDICTED: membralin isoform X1 [Homo sapiens],7,3,3,3,661,72.1,6.5,3,68.929,57659.86328,3974412,,,
1,NP_001344.2,AKR1C1,aldo-keto reductase family 1 member C1 [Homo sapiens],8,2,2,2,323,36.8,4.39,2,19.793,200478.9688,3968007.5,,,
1,NP_705618.1,NUP155,nuclear pore complex protein Nup155 isoform 1 [Homo sapiens],9,8,10,8,1391,155.1,26.78,8,30.136,131461.5703,3961665.813,,,
3,NP_006420.1,CCT7,T-complex protein 1 subunit eta isoform a [Homo sapiens],7,2,5,2,543,59.3,9.45,2,7.926,495461.3438,3927170.875,,,
1,NP_001269581.1,STIP1,stress-induced-phosphoprotein 1 isoform a [Homo sapiens],14,6,8,6,590,68,17.43,6,27.062,144769.375,3917712.422,,,
2,NP_001185774.1,RBM14-RBM4,RBM14-RBM4 protein isoform 1 [Homo sapiens],9,2,4,2,339,37,9.54,2,2.251,1733696.875,3901930,,,
1,NP_000894.1,NQO1,NAD(P)H dehydrogenase [quinone] 1 isoform a [Homo sapiens],14,2,4,2,274,30.8,10.42,2,16.029,243143.7188,3897378,,,
2,NP_003744.1,EIF3D,eukaryotic translation initiation factor 3 subunit D [Homo sapiens],4,2,2,2,548,63.9,4.27,2,3.755,1036775.5,3892685.75,,,
2,NP_000393.4,G6PD,glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],8,2,4,2,545,62.4,8.29,2,3.259,1192320.875,3885536.5,,,
3,XP_016882662.1,CD147,PREDICTED: basigin isoform X1 [Homo sapiens],9,2,2,2,385,42.2,5.4,2,10.872,355256.6563,3862341.25,,,
1,XP_016885777.1,HLA-A,"PREDICTED: HLA class I histocompatibility antigen, A-1 alpha chain isoform X1 [Homo sapiens]",25,6,11,4,362,40.6,28.4,6,55.833,69094.71094,3857742.313,,,
3,NP_004334.1,CALR,calreticulin precursor [Homo sapiens],9,2,2,2,417,48.1,4.91,2,2.944,1306212.25,3845730.5,,,
1,NP_006658.1,PGRMC1,membrane-associated progesterone receptor component 1 isoform 1 [Homo sapiens],34,3,3,3,195,21.7,8.31,3,100,31043.72266,3812677.25,,,
2,NP_001041659.1,RCC1,regulator of chromosome condensation isoform a [Homo sapiens],8,2,2,2,452,48.1,4.34,2,2.486,1521239.563,3782267,,,
1,NP_001036816.1,TPM3,tropomyosin alpha-3 chain isoform Tpm3.2cy [Homo sapiens],21,5,5,5,248,28.9,14.85,5,34.58,108825.459,3763163.563,,,
1,NP_001273433.1,HSPH1,heat shock protein 105 kDa isoform 3 [Homo sapiens],12,7,7,6,860,97.4,16.52,7,22.284,167373.7539,3729730.375,,,
1,NP_005753.1,TRIM28,transcription intermediary factor 1-beta [Homo sapiens],10,5,5,5,835,88.5,16.04,5,100,30801.43945,3725629.25,,,
1,NP_003267.1,TMPO,thymopoietin isoform alpha [Homo sapiens],13,5,6,2,694,75.4,17.78,5,14.313,258491.25,3699768,,,
2,XP_006717308.1,SPTAN1,"PREDICTED: spectrin alpha chain, non-erythrocytic 1 isoform X1 [Homo sapiens]",1,2,2,2,2510,288.9,4.34,2,6.08,608253.5625,3698253.75,,,
2,NP_002516.2,NRDC,nardilysin isoform a [Homo sapiens],1,2,2,2,1219,139.3,4.31,2,3.931,938800.7813,3690675.25,,,
1,NP_077734.1,CPLA2,cytosolic phospholipase A2 isoform 1 [Homo sapiens],13,6,6,6,749,85.2,14.81,6,37.228,99122.75,3690176.125,,,
1,XP_005259725.1,KHSRP,PREDICTED: far upstream element-binding protein 2 isoform X1 [Homo sapiens],12,5,5,5,747,76.6,14.65,5,15.486,237955.8594,3685085.406,,,
3,NP_001291217.1,RPSA,40S ribosomal protein SA isoform 2 [Homo sapiens],13,2,3,2,300,33.3,7.4,2,2.717,1355375.125,3682865.25,,,
1,NP_004791.1,TM9SF2,transmembrane 9 superfamily member 2 precursor [Homo sapiens],5,2,2,2,663,75.7,6.99,2,100,0,3670067.938,,,
1,NP_001288172.1,ARHGDIA,rho GDP-dissociation inhibitor 1 isoform e [Homo sapiens],18,3,3,3,249,27.5,7.47,3,21.644,168684.9844,3650992.75,,,
1,NP_005619.1,SLC1A5,neutral amino acid transporter B(0) isoform 1 [Homo sapiens],11,3,6,3,541,56.6,17.26,3,100,0,3634018.25,,,
1,NP_071760.2,DNAJC1,dnaJ homolog subfamily C member 1 precursor [Homo sapiens],16,6,10,6,554,63.8,25.27,6,100,34729.29297,3623592.742,,,
1,NP_036558.3,SF3B3,splicing factor 3B subunit 3 [Homo sapiens],5,4,4,4,1217,135.5,10.34,4,22.734,158282.7344,3598408.875,,,
1,XP_011531399.1,XPO1,PREDICTED: exportin-1 isoform X1 [Homo sapiens],12,8,10,8,1071,123.3,21.92,8,25.631,140016.2148,3588719.938,,,
2,NP_004437.2,EPRS1,bifunctional glutamate/proline--tRNA ligase [Homo sapiens],4,3,4,3,1512,170.5,7.86,3,2.181,1642496.125,3581881.938,,,
3,NP_005023.2,PLS3,plastin-3 isoform 1 [Homo sapiens],3,2,2,2,630,70.8,4.12,2,4.389,815717.0625,3580492.25,,,
1,NP_001129125.1,PABPC4,polyadenylate-binding protein 4 isoform 1 [Homo sapiens],13,7,12,2,660,72.3,28.4,7,23.026,155408.6641,3578394.875,,,
1,NP_005023.2,PLS3,plastin-3 isoform 1 [Homo sapiens],7,4,5,4,630,70.8,11.93,4,15.978,222375.5117,3553034.406,,,
2,NP_001310342.1,ALDH18A1,delta-1-pyrroline-5-carboxylate synthase isoform 1 [Homo sapiens],3,2,2,2,795,87.2,4.13,2,3.134,1133554.938,3552341.5,,,
3,NP_001290043.1,TUBA1C,tubulin alpha-1C chain isoform a [Homo sapiens],32,9,14,2,519,57.7,31.1,9,100,0,3518570.25,,,
1,NP_001310912.1,CTNNA1,catenin alpha-1 isoform 1 [Homo sapiens],10,6,6,6,906,100,16.59,6,48.689,71634.89453,3487841.875,,,
1,NP_004209.2,RAB11B,ras-related protein Rab-11B [Homo sapiens],11,2,4,2,218,24.5,10.12,2,53.576,64448.40234,3452858.5,,,
1,NP_001307.2,CSE1L,exportin-2 isoform 1 [Homo sapiens],12,7,12,7,971,110.3,27.39,7,22.753,151437.8281,3445647.438,,,
1,NP_001304160.1,MTCH2,mitochondrial carrier homolog 2 isoform 1x [Homo sapiens],9,2,5,2,314,34.4,11.36,2,100,0,3445096.75,,,
1,NP_005042.1,QARS1,glutamine--tRNA ligase isoform a [Homo sapiens],7,4,4,4,775,87.7,10.27,4,60.557,56196.16406,3403090.844,,,
1,NP_064555.2,NCLN,nicalin isoform 1 precursor [Homo sapiens],9,4,5,4,563,62.9,12.06,4,17.764,191333.4688,3398789.375,,,
1,XP_005251292.1,ASPH,PREDICTED: aspartyl/asparaginyl beta-hydroxylase isoform X8 [Homo sapiens],9,3,4,3,773,87.6,11.45,3,100,0,3377387.75,,,
1,NP_002100.2,HARS1,"histidine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",7,3,3,3,509,57.4,7.11,3,7.539,445917.9844,3361891.375,,,
1,NP_005712.1,ACTR3,actin-related protein 3 isoform 1 [Homo sapiens],6,2,3,2,418,47.3,7.46,2,9.093,368587.5,3351452.188,,,
1,NP_001748.1,CBR1,carbonyl reductase [NADPH] 1 isoform 1 [Homo sapiens],17,3,5,3,277,30.4,14.68,3,18.687,177532.4102,3317500,,,
2,NP_001333374.1,AHNAK,neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens],1,4,4,4,5890,628.7,9.06,4,3.572,924559.5938,3302120.125,,,
3,NP_005304.3,PDIA3,protein disulfide-isomerase A3 precursor [Homo sapiens],5,2,2,2,505,56.7,4.98,2,5.319,614138.25,3266671.875,,,
1,NP_009123.1,SUPT16H,FACT complex subunit SPT16 [Homo sapiens],4,3,4,3,1047,119.8,9.28,3,30.495,106432.1836,3245650.313,,,
2,NP_705618.1,NUP155,nuclear pore complex protein Nup155 isoform 1 [Homo sapiens],3,3,4,3,1391,155.1,9.69,3,2.642,1227187.938,3242483,,,
1,NP_005907.3,MCM7,DNA replication licensing factor MCM7 isoform 1 [Homo sapiens],8,4,4,4,719,81.3,10.22,4,25.475,127068.4922,3237070.5,,,
3,XP_005257069.1,CLTC,PREDICTED: clathrin heavy chain 1 isoform X1 [Homo sapiens],4,4,5,4,1682,192.3,9.42,4,5.8,558053.125,3236867.375,,,
1,NP_001012.1,RPS17,40S ribosomal protein S17 [Homo sapiens],33,2,5,2,135,15.5,11.51,2,8.26,389011.1484,3213074.5,,,
1,NP_003123.2,SRM,spermidine synthase [Homo sapiens],14,3,6,3,302,33.8,11.34,3,33.018,97272.89063,3211725.375,,,
1,NP_055040.2,PPP2R1A,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens],7,3,5,3,589,65.3,9.66,3,39.643,80895.48438,3206948.281,,,
1,NP_001000.2,RPS5,40S ribosomal protein S5 [Homo sapiens],14,2,2,2,204,22.9,6.76,2,11.804,270574.7891,3193828.25,,,
3,NP_002005.1,FKBP4,peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens],12,3,4,3,459,51.8,10.42,3,4.252,751107.875,3193589.25,,,
2,NP_004090.4,STOM,erythrocyte band 7 integral membrane protein isoform a [Homo sapiens],11,2,4,2,288,31.7,9.34,2,3.994,794944.125,3175130.531,,,
2,NP_000997.1,RPS3A,40S ribosomal protein S3a isoform 1 [Homo sapiens],10,2,3,2,264,29.9,6.8,2,4.875,647339.5625,3155536.5,,,
1,NP_000875.2,IMPDH2,inosine-5'-monophosphate dehydrogenase 2 [Homo sapiens],12,3,5,3,514,55.8,12.57,3,14.961,209514.4609,3134586.5,,,
1,NP_005902.1,MAT2A,S-adenosylmethionine synthase isoform type-2 [Homo sapiens],7,2,2,2,395,43.6,4.75,2,21.427,145947.3965,3127154.75,,,
1,NP_001165131.1,CYB5R3,NADH-cytochrome b5 reductase 3 isoform 3 [Homo sapiens],9,2,3,2,334,38.2,7.47,2,29.569,105755.6973,3127104.125,,,
2,XP_011529261.1,MSN,PREDICTED: moesin isoform X1 [Homo sapiens],8,2,25,2,610,71.3,50.2,2,2.602,1201660.938,3126672.25,,,
1,XP_011540530.1,CAPZB,PREDICTED: F-actin-capping protein subunit beta isoform X1 [Homo sapiens],22,4,5,4,306,34.5,12.5,4,30.673,101330.0586,3108081.781,,,
1,XP_016877209.1,ACTN1,PREDICTED: alpha-actinin-1 isoform X1 [Homo sapiens],14,12,17,5,1106,125.7,40.72,12,17.809,172680.8535,3075202.25,,,
2,NP_001008.1,RPS13,40S ribosomal protein S13 [Homo sapiens],17,2,2,2,151,17.2,4.96,2,1.147,2662461.75,3054159.75,,,
1,NP_001814.2,CKB,creatine kinase B-type [Homo sapiens],17,3,4,3,381,42.6,11.25,3,14.308,212805.9453,3044932.625,,,
1,NP_003923.2,ST13,hsc70-interacting protein isoform 1 [Homo sapiens],9,3,6,3,369,41.3,13.28,3,14.22,213385.6094,3034247.75,,,
3,NP_000415.2,KRT5,"keratin, type II cytoskeletal 5 [Homo sapiens]",10,3,3,3,590,62.3,8.38,3,0.413,7352508,3033562.75,,,
1,NP_004484.1,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens],25,4,4,4,261,26.9,11.7,4,67.301,44694.98828,3008004.031,,,
1,NP_004517.2,MCM2,DNA replication licensing factor MCM2 [Homo sapiens],11,7,7,7,904,101.8,19.21,7,20.462,146347.3477,2994591.32,,,
1,NP_005564.1,LMNB1,lamin-B1 isoform 1 [Homo sapiens],11,5,6,5,586,66.4,19.15,5,27.872,106909.3594,2979807.656,,,
3,NP_002878.2,RARS1,"arginine--tRNA ligase, cytoplasmic [Homo sapiens]",4,2,3,2,660,75.3,6.24,2,6.617,449141.0938,2971848.375,,,
1,NP_004437.2,EPRS1,bifunctional glutamate/proline--tRNA ligase [Homo sapiens],6,5,13,5,1512,170.5,24.67,5,21.659,135444.0742,2933627.813,,,
2,XP_005253521.1,RECQL,PREDICTED: ATP-dependent DNA helicase Q1 isoform X1 [Homo sapiens],6,3,4,3,649,73.4,8.56,3,2.766,1052511.531,2910867.188,,,
1,NP_005848.2,ZMPSTE24,CAAX prenyl protease 1 homolog [Homo sapiens],13,4,5,4,475,54.8,14.32,4,58.135,50020.70313,2907961.453,,,
3,XP_011507753.1,CERS2,PREDICTED: ceramide synthase 2 isoform X1 [Homo sapiens],9,2,5,2,400,47,12.3,2,10.744,270417.7188,2905354.75,,,
1,NP_057376.2,TRAP1,"heat shock protein 75 kDa, mitochondrial isoform 1 precursor [Homo sapiens]",8,4,8,3,704,80.1,21.22,4,16.177,178603.9746,2889328.5,,,
3,NP_004550.2,YBX1,nuclease-sensitive element-binding protein 1 [Homo sapiens],29,4,18,4,324,35.9,33.36,4,1.326,2170145.422,2878332.094,,,
1,NP_002799.3,PSMD2,26S proteasome non-ATPase regulatory subunit 2 isoform 1 [Homo sapiens],8,5,6,5,908,100.1,15.92,5,14.134,202678.959,2864694.516,,,
1,NP_006280.3,TLN1,talin-1 [Homo sapiens],9,12,20,12,2541,269.6,37.49,12,21.244,134532.1973,2857970.844,,,
1,NP_002782.1,PSMA6,proteasome subunit alpha type-6 isoform a [Homo sapiens],12,2,3,2,246,27.4,9.37,2,20.873,136280.9688,2844550.75,,,
3,NP_705618.1,NUP155,nuclear pore complex protein Nup155 isoform 1 [Homo sapiens],4,4,4,4,1391,155.1,10.19,4,8.11,350558.6016,2842966.25,,,
1,NP_001181876.1,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens],2,3,4,3,1606,176.1,9.82,3,44.078,64341.83984,2836067.813,,,
1,NP_055109.1,TRAM1,translocating chain-associated membrane protein 1 isoform 1 [Homo sapiens],9,3,7,3,374,43,12.67,3,100,0,2810953.594,,,
3,XP_011529261.1,MSN,PREDICTED: moesin isoform X1 [Homo sapiens],8,2,14,2,610,71.3,25.99,2,5.874,478504.0156,2810882.656,,,
1,NP_005207.2,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit precursor [Homo sapiens],5,2,2,2,456,50.7,4.4,2,23.753,118180.1094,2807157.75,,,
1,NP_002878.2,RARS1,"arginine--tRNA ligase, cytoplasmic [Homo sapiens]",11,5,7,5,660,75.3,16.14,5,13.552,205842.5195,2789536.656,,,
1,XP_011512465.1,TRIP13,PREDICTED: pachytene checkpoint protein 2 homolog isoform X1 [Homo sapiens],4,2,2,2,432,48.5,4.16,2,12.01,232123.0703,2787745.125,,,
1,NP_001290043.1,TUBA1C,tubulin alpha-1C chain isoform a [Homo sapiens],50,14,33,3,519,57.7,86.73,14,37.315,74619.63281,2784397.188,,,
3,NP_001121620.1,TFRC,transferrin receptor protein 1 isoform 1 [Homo sapiens],4,2,2,2,760,84.8,4.17,2,4.051,685349.4375,2776595.75,,,
2,NP_001166289.1,PGM1,phosphoglucomutase-1 isoform 2 [Homo sapiens],5,2,2,2,580,63.8,5.38,2,2.636,1048997.156,2765229.625,,,
1,NP_001091974.1,DDX17,probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens],9,5,5,3,731,80.4,12.34,5,24.918,110933.7539,2764268.188,,,
1,XP_005249419.1,VARS1,PREDICTED: valine--tRNA ligase isoform X1 [Homo sapiens],7,5,5,5,1265,140.5,13.16,5,18.478,148581.7598,2745466.188,,,
1,NP_057175.1,EIF3L,eukaryotic translation initiation factor 3 subunit L isoform 1 [Homo sapiens],14,6,7,6,564,66.7,18.26,6,45.538,60135.25,2738452.344,,,
1,NP_001146.2,ANXA6,annexin A6 isoform 1 [Homo sapiens],7,4,5,4,673,75.8,12.35,4,20.205,135189.3164,2731523.063,,,
1,XP_011538619.1,SGPL1,PREDICTED: sphingosine-1-phosphate lyase 1 isoform X1 [Homo sapiens],12,4,4,4,568,63.5,10.8,4,100,0,2708053.25,,,
1,XP_006716248.1,PDIA4,PREDICTED: protein disulfide-isomerase A4 isoform X1 [Homo sapiens],8,4,5,4,646,73,11.33,4,18.64,144747.6289,2698056.875,,,
2,XP_016861839.1,IMPDH2,PREDICTED: inosine-5'-monophosphate dehydrogenase 2 isoform X3 [Homo sapiens],8,2,2,2,559,60.8,5.32,2,3.639,739178.9375,2689913.5,,,
2,XP_016869381.1,EPPK1,PREDICTED: epiplakin isoform X4 [Homo sapiens],4,2,2,2,4054,442.4,4.74,2,2.235,1196077.25,2672966,,,
2,NP_001367.2,DYNC1H1,cytoplasmic dynein 1 heavy chain 1 [Homo sapiens],1,3,7,3,4646,532.1,10.3,3,3.091,861188.125,2661527,,,
1,NP_009193.2,PARK7,protein/nucleic acid deglycase DJ-1 [Homo sapiens],16,2,2,2,189,19.9,4.29,2,34.16,77816.21094,2658237.094,,,
3,NP_009109.3,STRAP,serine-threonine kinase receptor-associated protein [Homo sapiens],9,2,3,2,350,38.4,7.05,2,10.079,262901.2188,2649674.625,,,
1,NP_057406.2,RAB14,ras-related protein Rab-14 [Homo sapiens],20,3,3,3,215,23.9,6.8,3,86.475,30560.42188,2642702.813,,,
1,NP_079348.1,PTGES2,prostaglandin E synthase 2 isoform 1 [Homo sapiens],14,3,9,3,377,41.9,19.78,3,4.254,617277.8047,2626048.375,,,
1,NP_001896.2,CTPS1,CTP synthase 1 isoform a [Homo sapiens],13,4,6,4,591,66.6,13.98,4,24.368,107518.582,2620015.75,,,
1,NP_573566.2,LRPPRC,"leucine-rich PPR motif-containing protein, mitochondrial precursor [Homo sapiens]",7,7,8,7,1394,157.8,20.61,7,15.186,172112.9844,2613717.688,,,
2,NP_001229971.1,HLA-C,"HLA class I histocompatibility antigen, Cw-1 alpha chain precursor [Homo sapiens]",7,2,2,1,366,40.7,4.77,2,3.487,741348.625,2585214.75,,,
1,NP_001041659.1,RCC1,regulator of chromosome condensation isoform a [Homo sapiens],9,3,3,3,452,48.1,7.04,3,15.975,161246.6641,2575960,,,
3,XP_006724323.1,EIF3L,PREDICTED: eukaryotic translation initiation factor 3 subunit L isoform X1 [Homo sapiens],6,2,2,2,580,67.5,4.68,2,8.37,307132.7188,2570761.625,,,
1,NP_006784.1,PRDX3,"thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]",10,2,3,2,256,27.7,7.35,2,22.167,115731.8281,2565387.625,,,
1,XP_016864369.1,WDR1,PREDICTED: WD repeat-containing protein 1 isoform X1 [Homo sapiens],14,4,5,4,659,72,15.05,4,35.758,71017.28906,2539444.313,,,
1,NP_057156.1,GOLT1B,vesicle transport protein GOT1B [Homo sapiens],20,3,4,3,138,15.4,11.62,3,100,0,2527199.125,,,
1,NP_001681.2,ATP6V1A,V-type proton ATPase catalytic subunit A [Homo sapiens],9,3,6,3,617,68.3,16.35,3,36.525,69186.64258,2527054.719,,,
2,NP_060555.2,IPO9,importin-9 [Homo sapiens],3,2,2,2,1041,115.9,4.7,2,5.163,486523.25,2511763.563,,,
3,NP_001395.1,EEF1G,elongation factor 1-gamma [Homo sapiens],5,2,3,2,437,50.1,6.78,2,7.46,334029.5,2491914.75,,,
1,NP_001091868.1,COPA,coatomer subunit alpha isoform 1 [Homo sapiens],6,5,5,5,1233,139.2,11.44,5,25.602,95934.27734,2456111.219,,,
1,NP_001093131.1,EIF3CL,eukaryotic translation initiation factor 3 subunit C-like protein [Homo sapiens],5,3,8,3,914,105.4,19.64,3,24.078,101787.7852,2450798.859,,,
2,NP_001181876.1,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens],3,2,3,2,1606,176.1,7.95,2,4.008,603748.3125,2419576.5,,,
1,NP_001157289.1,DHCR7,7-dehydrocholesterol reductase [Homo sapiens],4,2,2,2,475,54.5,4.18,2,92.299,25935.77148,2393834.25,,,
1,XP_006720201.1,KTN1,PREDICTED: kinectin isoform X1 [Homo sapiens],6,5,7,5,1357,156.2,17.41,5,34.153,70041.04688,2392092.938,,,
1,NP_005887.2,IDH1,isocitrate dehydrogenase [NADP] cytoplasmic [Homo sapiens],18,5,8,5,414,46.6,23.63,5,25.878,92418.80078,2391579.813,,,
1,XP_005254853.1,KIF23,PREDICTED: kinesin-like protein KIF23 isoform X1 [Homo sapiens],5,3,6,3,974,111.6,15.26,3,14.859,160592.6328,2386265.469,,,
1,NP_006730.2,MCM5,DNA replication licensing factor MCM5 [Homo sapiens],5,3,3,3,734,82.2,6.94,3,22.357,105515.9648,2359057.75,,,
1,NP_006406.1,SPTLC1,serine palmitoyltransferase 1 isoform a [Homo sapiens],5,2,4,2,473,52.7,8.79,2,22.046,106839.0508,2355425.125,,,
1,XP_011517227.1,NIBAN2,PREDICTED: niban-like protein 1 isoform X2 [Homo sapiens],12,5,7,5,776,87.5,17.58,5,29.959,78225.0625,2343552.969,,,
1,XP_006714132.1,PDLIM5,PREDICTED: PDZ and LIM domain protein 5 isoform X6 [Homo sapiens],16,6,9,6,607,65.1,24.85,6,26.238,89190.98633,2340169.219,,,
1,NP_872590.1,PCNA,proliferating cell nuclear antigen [Homo sapiens],17,3,5,3,261,28.8,10.78,3,21.879,105713.1484,2312852.563,,,
1,NP_055567.2,SPCS2,signal peptidase complex subunit 2 [Homo sapiens],13,2,3,2,226,25,7.66,2,35.7,64755.43359,2311786,,,
2,NP_976319.1,RNH1,ribonuclease inhibitor [Homo sapiens],7,2,2,2,461,49.9,4.88,2,4.75,484140.0938,2299445.625,,,
1,NP_002195.1,ITGA3,integrin alpha-3 preproprotein [Homo sapiens],4,4,4,4,1051,116.5,10.83,4,100,16691.13281,2298118.984,,,
1,NP_001406.1,EIF2S3,eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens],15,4,5,4,472,51.1,12.03,4,13.571,168543.7578,2287239.625,,,
1,NP_001091678.1,HNRNPF,heterogeneous nuclear ribonucleoprotein F [Homo sapiens],16,4,5,3,415,45.6,13.05,4,14.613,156485.2246,2286729.359,,,
