Description,PSM_Sph1,PSM_Sph2,PSM_FA1,PSM_FA2,PSM_DAG1,PSM_DAG2
Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],1,5,2,3,1,6
26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3 - [PSD11_HUMAN],1,3,2,7,1,4
Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3 - [EF1B_HUMAN],2,1,4,1,2,2
Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=4 SV=2 - [E7EQT4_HUMAN],4,0,8,0,4,2
"Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=3 SV=1 - [F5H8K9_HUMAN]",6,12,13,7,6,17
"Keratin, type II cytoskeletal 78 OS=Homo sapiens GN=KRT78 PE=2 SV=2 - [K2C78_HUMAN]",3,4,7,3,3,7
"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2 - [EFTS_HUMAN]",2,2,5,1,2,3
"Inositol 1,4,5-trisphosphate receptor-interacting protein OS=Homo sapiens GN=ITPRIP PE=1 SV=1 - [IPRI_HUMAN]",1,2,3,1,1,1
40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3 - [RS18_HUMAN],1,5,3,6,1,6
Importin subunit alpha OS=Homo sapiens GN=KPNA6 PE=3 SV=1 - [F5H4G7_HUMAN],1,1,3,1,1,3
Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=2 SV=1 - [B4DP24_HUMAN],1,0,3,1,1,1
Lon protease homolog OS=Homo sapiens GN=LONP1 PE=3 SV=1 - [F5GZ27_HUMAN],2,0,7,2,2,4
Liprin-beta-1 (Fragment) OS=Homo sapiens GN=PPFIBP1 PE=4 SV=1 - [F5GZP6_HUMAN],1,0,5,0,1,1
"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3 - [K1C9_HUMAN]",82,80,114,79,83,120
ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4 - [ADT3_HUMAN],15,11,4,1,16,7
Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=2 SV=1 - [B4E2V5_HUMAN],15,8,10,2,16,8
"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2 - [K1C18_HUMAN]",53,55,115,41,57,31
Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=2 SV=1 - [B7Z254_HUMAN],13,8,8,3,14,5
Isoform 2 of EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 - [EDIL3_HUMAN],11,11,3,2,12,9
Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=1 - [E9PGK1_HUMAN],11,5,3,2,12,10
"HLA class I histocompatibility antigen, B-73 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B73_HUMAN]",11,8,5,2,12,5
Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC - [CLH1_HUMAN],33,11,19,8,36,21
"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=IARS2 PE=3 SV=1 - [F6SBX2_HUMAN]",10,2,8,9,11,4
Moesin OS=Homo sapiens GN=MSN PE=1 SV=3 - [MOES_HUMAN],18,8,18,7,20,14
U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2 - [U520_HUMAN],26,5,10,7,29,15
"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3 - [MCCA_HUMAN]",17,10,4,2,19,6
Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=2 SV=1 - [B4E2V1_HUMAN],8,1,1,3,9,5
Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3 - [PA2G4_HUMAN],8,7,4,4,9,9
Isoform 2 of Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 - [LUZP1_HUMAN],8,2,7,3,9,4
Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2 - [VDAC1_HUMAN],165,111,85,25,186,37
"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4 - [K1C14_HUMAN]",46,58,107,45,52,59
X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2 - [XRCC6_HUMAN],37,19,37,12,42,11
Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4 - [HSP74_HUMAN],7,3,4,0,8,10
Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1 - [MIA3_HUMAN],7,1,8,1,8,2
"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2 - [LAP2A_HUMAN]",13,8,15,2,15,5
Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens GN=TIMM17B PE=1 SV=1 - [TI17B_HUMAN],6,3,0,0,7,0
Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1 - [PGES2_HUMAN],6,3,1,2,7,1
Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens GN=SLC25A20 PE=2 SV=1 - [B4DWZ5_HUMAN],6,10,1,4,7,4
"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens GN=SLC2A1 PE=3 SV=1 - [F8WC15_HUMAN]",12,2,4,0,14,2
"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens GN=CFL1 PE=4 SV=1 - [G3V1A4_HUMAN]",6,5,2,3,7,8
Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=2 SV=1 - [B4DWJ2_HUMAN],6,1,2,1,7,3
Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1 - [PTRF_HUMAN],12,4,6,3,14,5
Isoform 3 of Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA - [ACACA_HUMAN],6,5,5,2,7,10
Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 - [IPO5_HUMAN],6,3,7,3,7,4
Thioredoxin (Fragment) OS=Homo sapiens GN=PDIA3 PE=3 SV=1 - [H7BZJ3_HUMAN],6,10,8,5,7,9
Nestin OS=Homo sapiens GN=NES PE=1 SV=2 - [NEST_HUMAN],6,1,14,1,7,0
Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2 - [LMNB1_HUMAN],28,17,40,20,33,22
Uncharacterized protein OS=Homo sapiens PE=3 SV=1 - [H9KV34_HUMAN],28,26,55,20,33,21
Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1 - [GALT2_HUMAN],22,3,4,2,26,6
Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2 - [PRP8_HUMAN],22,4,7,4,26,4
Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2 - [PPIB_HUMAN],11,10,6,4,13,10
Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3 - [FAS_HUMAN],11,9,6,7,13,26
Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5 - [DDX21_HUMAN],22,9,26,8,26,10
60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1 - [RL19_HUMAN],5,1,1,1,6,1
Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens GN=LPCAT1 PE=1 SV=2 - [PCAT1_HUMAN],5,1,2,0,6,1
Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3 - [PDIA1_HUMAN],25,22,20,13,30,15
DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1 - [DDB1_HUMAN],5,4,4,5,6,4
Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3 - [MYH10_HUMAN],30,21,27,13,36,30
Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2 - [IMB1_HUMAN],10,5,9,3,12,13
Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4 - [DREB_HUMAN],5,2,5,1,6,0
Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4 - [SAHH_HUMAN],5,3,6,4,6,6
Cell surface glycoprotein MUC18 OS=Homo sapiens GN=MCAM PE=1 SV=2 - [MUC18_HUMAN],10,8,17,4,12,5
Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 - [HSP7C_HUMAN],39,27,25,18,47,26
"HLA class I histocompatibility antigen, Cw-6 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=2 - [1C06_HUMAN]",14,12,10,3,17,7
"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2 - [CPT1A_HUMAN]",23,9,10,6,28,10
Isoform 2 of Transmembrane protein 214 OS=Homo sapiens GN=TMEM214 - [TM214_HUMAN],9,4,2,2,11,2
"HLA class I histocompatibility antigen, A-30 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2 - [1A30_HUMAN]",9,10,6,1,11,5
Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 - [PABP1_HUMAN],9,6,7,3,11,11
"Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4 - [K1C13_HUMAN]",17,27,40,22,21,26
"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2 - [K22E_HUMAN]",79,104,105,82,98,128
Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2 - [SCMC1_HUMAN],4,5,0,0,5,5
"Chromobox homolog 5 (HP1 alpha homolog, Drosophila), isoform CRA_a OS=Homo sapiens GN=CBX5 PE=4 SV=1 - [G3V1X9_HUMAN]",4,3,0,2,5,4
Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5 - [NOMO1_HUMAN],8,1,0,1,10,3
Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1 - [HYEP_HUMAN],20,23,2,8,25,11
"Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 - [MPCP_HUMAN]",12,2,2,1,15,7
Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=2 SV=1 - [B4DV79_HUMAN],4,2,2,1,5,3
60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens GN=RPLP0 PE=3 SV=1 - [F8VU65_HUMAN],4,6,2,6,5,9
Cleft lip and palate transmembrane protein 1 OS=Homo sapiens GN=CLPTM1 PE=4 SV=1 - [F5H8J3_HUMAN],8,3,5,1,10,1
Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 - [RIF1_HUMAN],8,0,5,0,10,1
Hexokinase-2 OS=Homo sapiens GN=HK2 PE=3 SV=1 - [E9PB90_HUMAN],4,9,3,3,5,4
Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],4,7,3,9,5,16
Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2 - [LAT1_HUMAN],8,6,7,5,10,7
Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2 - [SEC63_HUMAN],8,0,13,0,10,2
Isoform 4 of Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP - [IKIP_HUMAN],8,5,14,2,10,2
Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],186,70,208,44,234,94
Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2 - [ITB1_HUMAN],19,14,13,7,24,9
Anastellin OS=Homo sapiens GN=FN1 PE=4 SV=1 - [F8W7G7_HUMAN],30,4,4,7,38,0
Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4 - [F1142_HUMAN],11,10,2,1,14,2
"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3 - [ODO1_HUMAN]",11,1,17,3,14,5
Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],18,12,11,13,23,20
Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2 - [SERPH_HUMAN],7,4,2,2,9,7
Protein Wnt OS=Homo sapiens GN=WNT5A PE=3 SV=1 - [F5H611_HUMAN],7,3,4,2,9,1
Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=4 SV=1 - [E9PKG1_HUMAN],7,5,7,3,9,8
Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3 - [GOGA2_HUMAN],7,1,22,4,9,4
CAAX prenyl protease 1 homolog OS=Homo sapiens GN=ZMPSTE24 PE=1 SV=2 - [FACE1_HUMAN],17,14,24,3,22,4
Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2 - [TMEDA_HUMAN],10,6,1,2,13,4
Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3 - [YBOX1_HUMAN],10,8,7,5,13,8
Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3 - [PLEC_HUMAN],168,69,244,82,219,118
Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 - [PLAK_HUMAN],13,5,15,8,17,18
Isoform 4 of Plectin OS=Homo sapiens GN=PLEC - [PLEC_HUMAN],168,69,243,83,220,120
"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3 - [LPPRC_HUMAN]",16,10,15,15,21,17
60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2 - [RL22_HUMAN],3,5,0,3,4,4
Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens GN=SLC38A1 PE=1 SV=1 - [S38A1_HUMAN],3,1,0,0,4,1
60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=4 SV=1 - [E7EPB3_HUMAN],3,2,0,1,4,2
Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens GN=ALG1 PE=2 SV=1 - [B4DP08_HUMAN],3,0,0,0,4,1
Probable rRNA-processing protein EBP2 OS=Homo sapiens GN=EBNA1BP2 PE=1 SV=2 - [EBP2_HUMAN],3,2,1,1,4,1
Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1 - [RCN1_HUMAN],3,2,1,0,4,2
CD81 antigen (Fragment) OS=Homo sapiens GN=CD81 PE=4 SV=1 - [E9PM31_HUMAN],3,2,1,0,4,3
RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1 - [RUVB1_HUMAN],3,3,1,1,4,6
40S ribosomal protein S2 (Fragment) OS=Homo sapiens GN=RPS2 PE=3 SV=1 - [H0YEN5_HUMAN],3,1,1,1,4,2
Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3 - [DDX23_HUMAN],3,0,1,0,4,2
Isoform 4 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP - [HNRPQ_HUMAN],12,4,6,1,16,4
Nuclear pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=1 SV=3 - [NU160_HUMAN],6,2,3,1,8,3
Protein SET OS=Homo sapiens GN=SET PE=3 SV=1 - [B2REB8_HUMAN],3,2,2,1,4,2
A kinase (PRKA) anchor protein 2 (Fragment) OS=Homo sapiens GN=AKAP2 PE=4 SV=1 - [B1ALY0_HUMAN],3,0,2,0,4,1
Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4 - [TLN2_HUMAN],3,0,2,0,4,3
Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRPDL - [HNRDL_HUMAN],6,6,6,5,8,6
Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2 - [PACN3_HUMAN],3,1,3,1,4,1
Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5 - [HSP71_HUMAN],15,13,15,10,20,17
Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens GN=ATP1B1 PE=2 SV=1 - [B7Z9S8_HUMAN],3,2,3,0,4,3
Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1 - [COPG1_HUMAN],3,1,3,1,4,6
Isoform 2 of Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH - [GLU2B_HUMAN],9,5,10,2,12,5
Isoform 2 of Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC - [GOPC_HUMAN],6,1,7,1,8,1
Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3 - [PGRC1_HUMAN],3,4,4,2,4,4
Parafibromin OS=Homo sapiens GN=CDC73 PE=2 SV=1 - [B4DV47_HUMAN],3,0,4,0,4,1
Histone-binding protein RBBP7 OS=Homo sapiens GN=RBBP7 PE=1 SV=1 - [RBBP7_HUMAN],3,2,5,1,4,2
Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2 PE=2 SV=1 - [B4DIT7_HUMAN],3,0,5,0,4,2
"Isoform 2 of Keratin, type I cuticular Ha6 OS=Homo sapiens GN=KRT36 - [KRT36_HUMAN]",3,15,9,9,4,6
"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1 - [LETM1_HUMAN]",6,7,20,5,8,6
"Keratin, type I cuticular Ha8 OS=Homo sapiens GN=KRT38 PE=2 SV=3 - [KRT38_HUMAN]",3,12,11,8,4,6
"Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3 - [K2C6A_HUMAN]",29,33,54,27,39,43
Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2 - [EPIPL_HUMAN],34,11,44,13,46,16
Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3 - [ASPH_HUMAN],11,7,9,1,15,8
Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1 - [ATLA3_HUMAN],8,5,3,4,11,4
Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1 - [PHB_HUMAN],8,7,8,6,11,7
"Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens GN=ALDH1B1 PE=1 SV=3 - [AL1B1_HUMAN]",8,4,13,5,11,3
Epiplakin OS=Homo sapiens GN=EPPK1 PE=4 SV=1 - [E9PPU0_HUMAN],21,9,20,9,29,12
Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3 - [A2MG_HUMAN],5,3,0,0,7,0
Protein ELYS OS=Homo sapiens GN=AHCTF1 PE=1 SV=3 - [ELYS_HUMAN],5,0,1,0,7,1
"HLA class I histocompatibility antigen, A-80 alpha chain OS=Homo sapiens GN=HLA-A PE=2 SV=1 - [1A80_HUMAN]",5,4,2,1,7,3
Isoform 2 of NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 - [NB5R3_HUMAN],5,2,2,0,7,4
T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=2 SV=1 - [B4DUR8_HUMAN],15,6,11,5,21,15
Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4 - [MARCS_HUMAN],10,4,10,3,14,8
DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4 - [MCM7_HUMAN],5,7,9,8,7,6
Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 - [RPN2_HUMAN],7,4,3,2,10,4
Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1 - [LRC59_HUMAN],7,3,4,2,10,3
Isoform 2 of Mitochondrial inner membrane protein OS=Homo sapiens GN=IMMT - [IMMT_HUMAN],14,9,12,5,20,8
Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Homo sapiens GN=ERGIC3 - [ERGI3_HUMAN],7,6,9,2,10,4
Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2 - [AHNK_HUMAN],140,18,86,11,201,76
Isoform 6 of Myoferlin OS=Homo sapiens GN=MYOF - [MYOF_HUMAN],43,5,25,2,62,15
Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=4 SV=1 - [F5H6K0_HUMAN],9,1,4,1,13,11
"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=3 SV=1 - [F5H897_HUMAN]",9,9,9,10,13,11
Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2 - [SRSF1_HUMAN],11,3,9,3,16,6
T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],11,5,12,4,16,10
Reticulon-4 OS=Homo sapiens GN=RTN4 PE=4 SV=1 - [F8W914_HUMAN],15,8,3,2,22,4
Isoform 5 of Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 - [HM13_HUMAN],17,13,20,6,25,10
Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2 - [ALBU_HUMAN],21,17,12,22,31,15
Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4 - [VIME_HUMAN],103,68,222,63,153,41
"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2 - [PYC_HUMAN]",35,42,21,16,52,26
Monocarboxylate transporter 2 OS=Homo sapiens GN=SLC16A7 PE=4 SV=1 - [F5H843_HUMAN],2,1,0,0,3,0
"Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=4 SV=1 - [E9PC15_HUMAN]",2,2,0,0,3,1
Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=3 - [PI4KA_HUMAN],2,2,0,0,3,1
ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARFGAP1 PE=4 SV=2 - [E5RHT6_HUMAN],2,1,0,1,3,1
"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]",2,3,0,0,3,4
Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2 PE=1 SV=2 - [HTAI2_HUMAN],2,3,0,2,3,4
E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens GN=MARCH5 PE=1 SV=1 - [MARH5_HUMAN],2,3,0,2,3,4
40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3 - [RS11_HUMAN],2,3,0,1,3,5
High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=2 SV=1 - [Q5T7C4_HUMAN],2,1,0,0,3,2
60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1 - [RL12_HUMAN],2,2,0,2,3,4
Isoform 2B of GTPase KRas OS=Homo sapiens GN=KRAS - [RASK_HUMAN],2,1,0,0,3,3
AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=4 SV=2 - [C9J1S3_HUMAN],2,1,0,1,3,3
40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3 - [RS26_HUMAN],2,0,0,1,3,1
WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1 - [WDR3_HUMAN],2,0,0,0,3,2
Isoform 3 of Tyrosine-protein kinase Fyn OS=Homo sapiens GN=FYN - [FYN_HUMAN],2,0,0,0,3,2
Isoform 2 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C - [PRC2C_HUMAN],2,0,0,0,3,1
40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=3 SV=1 - [B5MCT8_HUMAN],4,1,1,0,6,2
Inosine-5'-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens GN=IMPDH2 PE=3 SV=1 - [H0Y4R1_HUMAN],4,1,1,2,6,2
"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2 - [ITPR3_HUMAN]",4,0,1,0,6,2
116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=2 SV=1 - [B4DK30_HUMAN],8,2,3,2,12,3
Isoform 3 of Lipase maturation factor 2 OS=Homo sapiens GN=LMF2 - [LMF2_HUMAN],2,1,1,0,3,0
Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2 - [KC1A_HUMAN],2,3,1,5,3,0
PRA1 family protein 2 OS=Homo sapiens GN=PRAF2 PE=1 SV=1 - [PRAF2_HUMAN],2,2,1,0,3,1
"Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3 - [SCO2_HUMAN]",2,3,1,1,3,2
Ribosomal protein L15 (Fragment) OS=Homo sapiens GN=RPL15 PE=3 SV=1 - [E7EX53_HUMAN],2,1,1,0,3,1
40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1 - [RS25_HUMAN],2,3,1,0,3,3
"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens GN=UQCRFS1 PE=1 SV=2 - [UCRI_HUMAN]",2,1,1,0,3,1
Protein unc-93 homolog B1 OS=Homo sapiens GN=UNC93B1 PE=1 SV=2 - [UN93B_HUMAN],2,1,1,0,3,1
60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1 - [RL31_HUMAN],2,2,1,1,3,2
Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1 - [ERLN1_HUMAN],2,2,1,1,3,2
CD151 antigen OS=Homo sapiens GN=CD151 PE=4 SV=1 - [E9PL82_HUMAN],2,1,1,1,3,1
cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1 - [KAP0_HUMAN],2,1,1,1,3,1
Isoform 3 of Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 - [HP1B3_HUMAN],2,2,1,2,3,3
Isoform 3 of Vesicle-associated membrane protein 7 OS=Homo sapiens GN=VAMP7 - [VAMP7_HUMAN],2,1,1,0,3,2
Isoform 3 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 - [RBBP4_HUMAN],2,2,1,0,3,4
"Cofilin 2 (Muscle), isoform CRA_d OS=Homo sapiens GN=CFL2 PE=4 SV=1 - [G3V5P4_HUMAN]",2,1,1,1,3,3
General transcription factor 3C polypeptide 4 OS=Homo sapiens GN=GTF3C4 PE=1 SV=2 - [TF3C4_HUMAN],2,0,1,0,3,1
"Probable leucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=LARS2 PE=4 SV=1 - [E9PHM2_HUMAN]",2,0,1,0,3,1
Carbohydrate sulfotransferase 14 OS=Homo sapiens GN=CHST14 PE=1 SV=2 - [CHSTE_HUMAN],4,3,3,1,6,0
